203,가정법률,재산분할-심판청구-기각-가능,재산분할-심판청구-기각-가능.md,재산분할 심판청구 기각 가능,기각 사유,신청 불가,조건
204,가정법률,재산분할-이혼-부동산-취득세-양도소득세,재산분할-이혼-부동산-취득세-양도소득세.md,재산분할 이혼 부동산 취득세 양도소득세,세금 부과,세율,계산
205,가정법률,재산분할-혼인신고-전-재산-포함,재산분할-혼인신고-전-재산-포함.md,재산분할 혼인신고 전 재산 포함,혼전 재산,포함 여부,기준
206,가정법률,재산분할-공동명의-대출-부담,재산분할-공동명의-대출-부담.md,재산분할 공동명의 대출 부담,공동명의,채무 분담,법적 규정
207,가정법률,재산분할-빚-공동-부담-여부,재산분할-빚-공동-부담-여부.md,재산분할 빚 공동 부담 여부,채무 분담,공동 책임,법적 판정
208,가정법률,재산분할-퇴직금-대상-여부,재산분할-퇴직금-대상-여부.md,재산분할 퇴직금 대상 여부,퇴직금 포함,분할 대상,법적 판정
209,가정법률,재산분할-시부모-증여-토지,재산분할-시부모-증여-토지.md,재산분할 시부모 증여 토지,증여 재산,분할 포함,기준
210,가정법률,재산분할-주택-명의-아내-재청구,재산분할-주택-명의-아내-재청구.md,재산분할 주택 명의 아내 재청구,재청구,변경 청구,조건
211,가정법률,재산분할-각서-효력-인정,재산분할-각서-효력-인정.md,재산분할 각서 효력 인정,각서 효력,법적 효과,조건
212,가정법률,재산분할-추후-청구-안함-각서-재청구,재산분할-추후-청구-안함-각서-재청구.md,재산분할 추후 청구 안함 각서 재청구,각서 재청구,재청구 가능성,법적 판정
213,가정법률,재산분할-협의이혼-합의-필요,재산분할-협의이혼-합의-필요.md,재산분할 협의이혼 합의 필요,합의 필수,신청 조건,절차
214,가정법률,재산분할-혼인중-청구-가능,재산분할-혼인중-청구-가능.md,재산분할 혼인중 청구 가능,혼인 중 청구,신청 조건,기한
215,가정법률,양육비-청구-방법-이혼후,양육비-청구-방법-이혼후.md,양육비 청구 방법 이혼후,청구 방법,신청 절차,기준
216,가정법률,양육비-지급-거부-면접교섭권-행사,양육비-지급-거부-면접교섭권-행사.md,양육비 지급 거부 면접교섭권 행사,지급 거부,상호 관계,법적 제한
