번호,카테고리,타이틀,슬러그,키워드1,키워드2,키워드3,키워드4,description,H2-1,H2-2,H2-3,H2-4,상태,파일타입
302,의료/실손,암 산정특례 등록 방법 | 중증 질환 건강보험 본인부담률,암-산정특례-등록-방법,암 산정특례 등록,산정특례 본인부담률,중증 질환 산정특례,산정특례 갱신 방법,암 진단 후 건강보험 산정특례를 등록하는 방법과 본인부담률이 얼마나 줄어드는지 알려드려요.,산정특례란 무엇인가요?,암 산정특례 등록 방법은?,산정특례 적용 시 본인부담률은?,산정특례 기간과 갱신 방법은?,대기,tsx
303,의료/실손,요양병원 건강보험 적용 | 요양병원 입원비 계산 방법,요양병원-건강보험-적용,요양병원 건강보험 적용,요양병원 입원비 계산,요양병원 본인부담금,요양병원 요양원 차이,요양병원 입원 시 건강보험이 얼마나 적용되는지와 입원비 계산 방법을 알려드려요.,요양병원 건강보험 적용 기준은?,요양병원 입원비 계산 방법은?,장기 입원 시 본인부담금은?,요양병원과 요양원 차이는?,대기,tsx
304,부동산,전세 계약서 특약 사항 | 전세 계약 전 등기부 확인 방법,전세-계약서-특약-사항,전세 계약서 특약,전세 계약 전 등기부 확인,전세 계약 필수 특약,전세 사기 예방,전세 계약 시 꼭 넣어야 할 특약 사항과 등기부등본으로 확인할 내용을 알려드려요.,전세 계약서 특약이란 무엇인가요?,필수 특약 사항은 어떤 것들인가요?,등기부등본 확인 방법은?,전세 계약 전 확인해야 할 서류는?,대기,tsx
305,부동산,주택 담보 대출 한도 계산 | LTV DSR 계산 방법,주택담보대출-한도-계산,주택 담보 대출 한도,LTV DSR 계산 방법,주택 담보 대출 조건,담보 대출 한도 계산기,주택 담보 대출 한도를 결정하는 LTV와 DSR 기준으로 내 대출 한도를 계산하는 방법을 알려드려요.,주택 담보 대출 한도는 어떻게 정해지나요?,LTV란 무엇이고 어떻게 계산하나요?,DSR이란 무엇이고 어떻게 계산하나요?,2026년 LTV DSR 규제 기준은?,대기,tsx
306,부동산,월세 인상 한도 | 집주인 월세 올릴 수 있는 기준,월세-인상-한도,월세 인상 한도,집주인 월세 인상 기준,월세 인상 거부 방법,부당 월세 인상 신고,집주인이 월세를 올릴 수 있는 법적 인상 한도와 부당 인상 시 대처 방법을 알려드려요.,월세 인상 한도 기준은 무엇인가요?,집주인이 일방적으로 올릴 수 있나요?,월세 인상 거부 방법은?,부당한 월세 인상 신고 방법은?,대기,tsx
307,부동산,아파트 관리비 분쟁 신고 | 관리비 과다 청구 대처 방법,아파트-관리비-분쟁-신고,아파트 관리비 분쟁,관리비 과다 청구 신고,관리비 내역서 열람,관리비 분쟁 조정,아파트 관리비가 부당하게 과다 청구됐을 때 신고하는 방법과 분쟁 처리 절차를 알려드려요.,아파트 관리비 항목은 어떻게 구성되나요?,관리비 분쟁 신고 방법은?,관리비 과다 청구 대처 방법은?,관리비 내역서 열람은 어떻게 하나요?,대기,tsx
308,금융,해외 주식 양도소득세 신고 | 해외 주식 세금 계산 방법,해외-주식-양도소득세-신고,해외 주식 양도소득세,해외 주식 세금 계산,해외 주식 신고 기간,해외 주식 250만원 공제,해외 주식 매매 수익에 대한 양도소득세 신고 방법과 세금 계산 방법을 알려드려요.,해외 주식 양도소득세란 무엇인가요?,해외 주식 세금 계산 방법은?,신고 기간과 신고 방법은?,250만 원 기본 공제 기준은?,대기,tsx
309,금융,예금 적금 중도 해지 이자 | 중도 해지 이율 계산 방법,예금-적금-중도-해지-이자,예금 중도 해지 이자,적금 중도 해지 이율,중도 해지 이율 계산,예금 해지 손실,예금과 적금을 중도 해지할 때 받는 이자와 중도 해지 이율 계산 방법을 알려드려요.,예금 중도 해지란 무엇인가요?,중도 해지 이자는 얼마나 받나요?,중도 해지 이율 계산 방법은?,중도 해지 손실을 줄이는 방법은?,대기,tsx
310,금융,대출 중도 상환 수수료 | 중도 상환 수수료 면제 조건,대출-중도-상환-수수료,대출 중도 상환 수수료,중도 상환 수수료 면제,중도 상환 수수료 계산,대출 조기 상환,대출을 일찍 갚을 때 내야 하는 중도 상환 수수료와 면제받을 수 있는 조건을 알려드려요.,중도 상환 수수료란 무엇인가요?,중도 상환 수수료는 얼마인가요?,중도 상환 수수료 면제 조건은?,중도 상환 수수료 계산 방법은?,대기,tsx
311,금융,마이너스 통장 이자 계산 | 마이너스 통장 한도 조건,마이너스-통장-이자-계산,마이너스 통장 이자 계산,마이너스 통장 한도,마이너스 통장 개설 조건,마이너스 통장 이자율,마이너스 통장 이자 계산 방법과 한도를 받을 수 있는 조건을 알려드려요.,마이너스 통장이란 무엇인가요?,마이너스 통장 이자는 어떻게 계산하나요?,마이너스 통장 한도 조건은?,마이너스 통장 개설 방법은?,대기,tsx
