번호,카테고리,타이틀,슬러그,키워드1,키워드2,키워드3,키워드4,description,H2-1,H2-2,H2-3,H2-4,상태,파일타입
142,부동산,상가 임대차보호법 환산보증금 기준 | 계약갱신 요구권 임대료 인상 한도,상가-임대차보호법-환산보증금,상가 임대차보호법,환산보증금 기준,계약갱신 요구권,임대료 인상 한도,"상가 세입자도 계약갱신 요구권이 있다는 거 알고 계세요? 환산보증금 기준과 임대료 인상 한도를 알려드려요.",상가 임대차보호법 환산보증금 기준은 얼마인가요?,상가 임대차 계약갱신 요구권이란 무엇인가요?,상가 임대료 인상 한도는 얼마인가요?,상가 임대차보호법 적용 대상은 누구인가요?,신규,wiki-md
143,부동산,생애최초 주택 취득세 감면 조건 2026 | 1주택 200만원 면제 신청 방법,생애최초-취득세-감면-조건-2026,생애최초 취득세 감면,1주택 면제 조건,200만원 감면,취득세 신청,"생애 처음 집을 사면 취득세를 200만 원까지 면제받을 수 있다는 거 알고 계세요? 2026년 조건과 신청 방법을 알려드려요.",생애최초 주택 취득세 감면 조건은 무엇인가요?,생애최초 취득세 감면 금액은 얼마인가요?,생애최초 취득세 감면 신청 방법은 어떻게 되나요?,생애최초 취득세 감면 제외 대상은 누구인가요?,신규,wiki-md
144,근로/노동,소상공인 노란우산공제 가입 조건 | 연간 소득공제 한도 절세 혜택,소상공인-노란우산공제-가입,소상공인 노란우산공제,가입 조건,연간 소득공제 한도,절세 혜택,"소상공인이라면 노란우산공제로 연간 500만 원까지 소득공제 받는다는 거 아시나요? 가입 조건과 혜택을 알려드려요.",소상공인 노란우산공제 가입 조건은 무엇인가요?,노란우산공제 연간 소득공제 한도는 얼마인가요?,노란우산공제 가입 방법은 어떻게 되나요?,노란우산공제 해지 시 불이익은 무엇인가요?,신규,wiki-md
145,금융,취업후상환 학자금대출 의무 상환 조건 | 소득 기준 초과 상환액 계산,취업후상환-학자금대출-상환,취업후상환 학자금대출,의무 상환 조건,소득 기준 초과,상환액 계산,"취업후상환 학자금대출은 소득이 생겨야 갚는다는 거 알고 계세요? 의무 상환 소득 기준과 계산 방법을 알려드려요.",취업후상환 학자금대출 의무 상환 조건은 무엇인가요?,취업후상환 학자금대출 소득 기준은 얼마인가요?,취업후상환 학자금대출 상환액은 어떻게 계산하나요?,취업후상환 학자금대출 상환 유예 방법은 어떻게 되나요?,신규,wiki-md
146,복지,기초생활수급자 주거급여 2026 | 임차가구 수선비 지원 금액 신청 방법,기초생활수급자-주거급여-2026,기초생활수급자 주거급여,임차가구 지원,수선비 지원 금액,주거급여 신청,"기초생활수급자 주거급여가 임차가구와 자가가구로 나뉜다는 거 아시나요? 2026년 지원 금액과 신청 방법을 알려드려요.",기초생활수급자 주거급여 신청 자격은 무엇인가요?,기초생활수급자 주거급여 임차가구 지원 금액은 얼마인가요?,기초생활수급자 주거급여 수선비 지원은 어떻게 되나요?,기초생활수급자 주거급여 신청 방법은 어떻게 되나요?,신규,wiki-md
147,복지,기초생활수급자 교육급여 신청 조건 | 초중고 교육활동비 지원 금액 2026,기초생활수급자-교육급여-신청,기초생활수급자 교육급여,초중고 지원 금액,교육활동비 2026,교육급여 신청,"기초생활수급자 자녀라면 교육급여로 학용품비까지 지원받을 수 있다는 거 아시나요? 지원 금액과 신청 방법을 알려드려요.",기초생활수급자 교육급여 신청 조건은 무엇인가요?,기초생활수급자 교육급여 지원 금액은 얼마인가요?,기초생활수급자 교육급여 신청 방법은 어떻게 되나요?,기초생활수급자 교육급여 지원 대상 학교는 어디인가요?,신규,wiki-md
148,복지,노인장기요양보험 등급 신청 방법 | 1등급 2등급 판정 기준 본인부담금,장기요양보험-등급-신청-방법,노인장기요양보험 등급,신청 방법,판정 기준,본인부담금,"부모님 거동이 불편하면 장기요양등급 신청이 가능하다는 거 아시나요? 1~5등급 판정 기준과 본인부담금을 알려드려요.",노인장기요양보험 등급 신청 방법은 어떻게 되나요?,노인장기요양 1~5등급 판정 기준은 무엇인가요?,노인장기요양보험 본인부담금은 얼마인가요?,노인장기요양 등급 신청 서류는 무엇인가요?,신규,wiki-md
149,복지,차상위계층 확인서 발급 방법 | 복지로 신청 지원 혜택 자격 기준,차상위계층-확인서-발급,차상위계층 확인서,복지로 신청,지원 혜택 종류,자격 기준,"차상위계층이면 복지 혜택을 추가로 받을 수 있다는 거 아시나요? 확인서 발급 방법과 지원 혜택을 알려드려요.",차상위계층 자격 기준은 무엇인가요?,차상위계층 확인서 발급 방법은 어떻게 되나요?,차상위계층 지원 혜택에는 어떤 것이 있나요?,차상위계층 확인서 유효기간은 얼마나 되나요?,신규,wiki-md
150,복지,한부모가족 지원금 신청 자격 2026 | 양육비 아동 지원 금액 신청 방법,한부모가족-지원금-신청-자격,한부모가족 지원금,양육비 지원,아동 지원 금액,한부모 신청 방법,"한부모가족이라면 양육비와 아동 지원금을 받을 수 있다는 거 아시나요? 2026년 지원 자격과 금액을 알려드려요.",한부모가족 지원금 신청 자격은 무엇인가요?,한부모가족 양육비 지원 금액은 얼마인가요?,한부모가족 아동 지원 금액은 얼마인가요?,한부모가족 지원금 신청 방법은 어떻게 되나요?,신규,wiki-md
151,복지,장애인 복지카드 발급 신청 방법 | 등록 절차 혜택 사용처 종류,장애인-복지카드-발급-신청,장애인 복지카드 발급,등록 절차,혜택 사용처,장애인등록 신청,"장애인 등록을 하면 복지카드로 대중교통부터 세금까지 혜택을 받는다는 거 아시나요? 발급 방법과 혜택을 알려드려요.",장애인 복지카드 발급 신청 방법은 어떻게 되나요?,장애인 복지카드 혜택에는 어떤 것이 있나요?,장애인 복지카드 사용처는 어디인가요?,장애인 등록 절차는 어떻게 되나요?,신규,wiki-md
