번호,카테고리,타이틀,슬러그,키워드1,키워드2,키워드3,키워드4,description,H2-1,H2-2,H2-3,H2-4,상태,파일타입
382,소비자,통신 요금 과다 청구 신고 | 통신사 요금 이의신청 방법,통신요금-과다청구-신고,통신 요금 과다 청구 신고,통신사 요금 이의신청,통신 요금 환급 신청,방통위 신고,통신사에서 요금을 과다 청구했을 때 신고하고 이의신청하는 방법을 알려드려요.,통신 요금 과다 청구란?,통신 요금 이의신청 방법은?,통신 요금 과다 청구 신고는 어디에?,요금 환급까지 얼마나 걸리나요?,대기,tsx
383,소비자,구독 서비스 자동 결제 취소 | 구독 환불 방법,구독서비스-자동결제-취소,구독 서비스 자동 결제 취소,구독 환불 방법,넷플릭스 구독 취소,구독 결제 차단,구독 서비스의 자동 결제를 취소하는 방법과 이미 결제된 구독을 환불받는 방법을 알려드려요.,구독 서비스 자동 결제란?,구독 자동 결제 취소 방법은?,이미 결제된 구독 환불 방법은?,카드사에 결제 차단 방법은?,대기,tsx
384,복지,장애인 연금 신청 방법 | 2026 장애인 연금 지급 금액,장애인-연금-신청-방법,장애인 연금 신청,장애인 연금 지급 금액 2026,장애인 연금 수급 자격,중증 장애인 연금,중증 장애인이 신청할 수 있는 장애인 연금 신청 방법과 2026년 지급 금액을 알려드려요.,장애인 연금이란 무엇인가요?,장애인 연금 신청 자격은?,2026년 지급 금액은?,장애인 연금 신청 방법은?,대기,tsx
385,복지,국가유공자 보상금 조건 | 보훈 급여 신청 방법,국가유공자-보상금-조건,국가유공자 보상금,보훈 급여 신청 방법,국가유공자 혜택,보훈 보상금 조건,국가유공자와 그 가족이 받을 수 있는 보상금 조건과 보훈 급여 신청 방법을 알려드려요.,국가유공자 보상금이란?,보상금 지급 조건은?,보훈 급여 신청 방법은?,보훈 급여 금액은?,대기,tsx
386,복지,다문화 가족 지원 신청 | 결혼 이민자 한국어 교육 지원,다문화-가족-지원-신청,다문화 가족 지원,결혼 이민자 한국어 교육,다문화 가족 센터,다문화 가족 혜택,다문화 가족이 신청할 수 있는 지원 서비스와 결혼 이민자 한국어 교육 지원을 알려드려요.,다문화 가족 지원이란?,신청 자격은?,다문화 가족 지원 신청 방법은?,결혼 이민자 한국어 교육 지원은?,대기,tsx
387,복지,자립 준비 청년 지원금 | 보호 종료 아동 자립 수당,자립준비-청년-지원금,자립 준비 청년 지원금,보호 종료 아동 자립 수당,자립 지원금 신청 방법,자립 준비 청년 추가 지원,보호 시설에서 나온 자립 준비 청년이 받을 수 있는 지원금과 자립 수당을 알려드려요.,자립 준비 청년이란?,자립 수당 지급 조건은?,자립 지원금 신청 방법은?,자립 준비 청년 추가 지원은?,대기,tsx
388,세금,국내 주식 양도소득세 신고 | 주식 대주주 기준 2026,국내-주식-양도소득세-신고,국내 주식 양도소득세,주식 대주주 기준 2026,주식 양도소득세 신고 방법,주식 손실 이월 공제,국내 주식 매매 수익에 대한 양도소득세 신고 방법과 2026년 대주주 기준을 알려드려요.,국내 주식 양도소득세란?,2026년 대주주 기준은?,주식 양도소득세 신고 방법은?,주식 손실 이월 공제 방법은?,대기,tsx
389,세금,종합부동산세 합산 배제 신청 | 종부세 줄이는 방법,종부세-합산배제-신청,종부세 합산 배제,종부세 줄이는 방법,종합부동산세 공제,1세대 1주택 종부세,종합부동산세에서 합산 배제를 신청해 세금을 줄이는 방법을 알려드려요.,종부세 합산 배제란 무엇인가요?,합산 배제 신청 대상은?,합산 배제 신청 방법은?,1세대 1주택 종부세 공제는?,대기,tsx
390,세금,부가세 매입세액 공제 | 불공제 항목 세금 처리,부가세-매입세액-공제,부가세 매입세액 공제,매입세액 불공제 항목,부가세 공제 가능 항목,매입세액 공제 신청,사업자가 부가세 신고 시 매입세액을 공제받는 방법과 불공제 항목을 알려드려요.,매입세액 공제란 무엇인가요?,매입세액 공제 가능 항목은?,매입세액 불공제 항목은?,매입세액 공제 신청 방법은?,대기,tsx
391,세금,신탁 증여 상속 차이 | 신탁 세금 절세 방법,신탁-증여-상속-차이,신탁 증여 상속 차이,신탁 세금 절세,신탁 설정 방법,신탁 비용,재산을 물려주는 방법인 신탁·증여·상속의 차이와 신탁으로 세금을 줄이는 방법을 알려드려요.,신탁이란 무엇인가요?,신탁·증여·상속 차이는?,신탁으로 세금을 줄이는 방법은?,신탁 설정 비용은?,대기,tsx
