번호,카테고리,타이틀,슬러그,키워드1,키워드2,키워드3,키워드4,description,H2-1,H2-2,H2-3,H2-4,상태,파일타입
362,세금,프리랜서 세금 신고 방법 | 3.3% 세금 환급 받기,프리랜서-세금-신고-방법,프리랜서 세금 신고,3.3% 세금 환급,프리랜서 종합소득세,3.3 원천징수 환급,프리랜서로 일할 때 3.3% 원천징수 세금을 환급받는 방법과 종합소득세 신고를 알려드려요.,프리랜서 세금이란 어떻게 되나요?,3.3% 원천징수란 무엇인가요?,3.3% 세금 환급 신청 방법은?,프리랜서 종합소득세 신고 방법은?,대기,tsx
363,세금,사업소득 필요경비 인정 항목 | 사업소득세 절세 방법,사업소득-필요경비-인정,사업소득 필요경비,필요경비 인정 항목,사업소득세 절세,자영업 경비 처리,자영업자가 사업소득세를 줄이기 위해 필요경비로 인정받을 수 있는 항목을 알려드려요.,사업소득 필요경비란 무엇인가요?,필요경비로 인정받는 항목은?,필요경비 인정 안 되는 항목은?,사업소득세 절세 방법은?,대기,tsx
364,금융,보험 해약 환급금 조회 방법 | 생명보험 중도 해지 손실,보험-해약-환급금-조회,보험 해약 환급금 조회,생명보험 중도 해지,보험 해약 환급금 계산,해지 환급금 손실,가입한 보험을 해지할 때 받을 수 있는 환급금 조회 방법과 손실 계산을 알려드려요.,보험 해약 환급금이란 무엇인가요?,해약 환급금 조회 방법은?,생명보험 중도 해지 손실은?,해지 대신 선택할 수 있는 방법은?,대기,tsx
365,금융,주택연금 가입 조건 | 주택연금 수령액 계산,주택연금-가입-조건,주택연금 가입 조건,주택연금 수령액 계산,주택연금 신청 방법,주택연금 단점,집을 담보로 매달 연금을 받는 주택연금 가입 조건과 수령액 계산 방법을 알려드려요.,주택연금이란 무엇인가요?,주택연금 가입 조건은?,주택연금 수령액 계산 방법은?,주택연금 단점과 주의사항은?,대기,tsx
366,금융,신용카드 포인트 현금화 | 카드 포인트 현금 환급 방법,신용카드-포인트-현금화,신용카드 포인트 현금화,카드 포인트 현금 환급,카드 포인트 계좌 입금,포인트 현금화 방법,카드사별로 쌓인 포인트를 현금으로 바꾸는 방법과 계좌 환급 신청 절차를 알려드려요.,신용카드 포인트 현금화란?,카드 포인트 현금 환급 방법은?,카드사별 포인트 전환 방법은?,포인트 유효기간과 소멸 방지법은?,대기,tsx
367,금융,금 투자 방법 | 금 ETF 세금 계산,금-투자-방법,금 투자 방법,금 ETF 세금,금 현물 투자,금 통장 가입,개인이 금에 투자하는 다양한 방법과 금 ETF에 붙는 세금 계산 방법을 알려드려요.,금 투자 방법에는 어떤 것이 있나요?,금 ETF 투자 방법은?,금 ETF에 붙는 세금은?,금 현물과 ETF 중 어떤 게 유리한가요?,대기,tsx
368,근로/노동,휴업급여 신청 방법 | 사업장 휴업 근로자 급여,휴업급여-신청-방법,휴업급여 신청 방법,사업장 휴업 근로자 급여,휴업급여 조건,휴업급여 계산,회사가 휴업했을 때 근로자가 받을 수 있는 휴업급여 신청 방법과 계산 방법을 알려드려요.,휴업급여란 무엇인가요?,휴업급여 신청 조건은?,휴업급여 신청 방법은?,휴업급여 계산 방법은?,대기,tsx
369,근로/노동,해고 예고 수당 | 해고 예고 기간 위반 처벌,해고-예고-수당,해고 예고 수당,해고 예고 기간 위반,해고 예고 수당 계산,30일 전 해고 통보,회사가 30일 전에 해고 통보를 안 했을 때 받을 수 있는 해고 예고 수당과 위반 처벌을 알려드려요.,해고 예고란 무엇인가요?,해고 예고 수당은 얼마인가요?,해고 예고 기간 위반 처벌은?,해고 예고 수당 청구 방법은?,대기,tsx
370,근로/노동,근로자 휴가비 지원 신청 | 노사발전재단 휴가비 조건,근로자-휴가비-지원-신청,근로자 휴가비 지원,노사발전재단 휴가비,휴가비 지원 신청 방법,근로자 여행 지원,중소기업 근로자가 받을 수 있는 휴가비 지원 신청 방법과 노사발전재단 조건을 알려드려요.,근로자 휴가비 지원이란?,휴가비 지원 신청 자격은?,신청 방법은?,지원 금액은 얼마인가요?,대기,tsx
371,근로/노동,경업 금지 조항 | 경쟁사 취업 제한 기간,경업-금지-조항,경업 금지 조항,경쟁사 취업 제한,경업 금지 위반 처벌,경업 금지 계약 효력,전 직장의 경업 금지 조항이 경쟁사 취업을 얼마나 제한할 수 있는지와 위반 시 처벌을 알려드려요.,경업 금지 조항이란 무엇인가요?,경업 금지 계약 효력은 얼마나 되나요?,경쟁사 취업 제한 기간은?,경업 금지 위반 시 처벌은?,대기,tsx
