번호,카테고리,타이틀,슬러그,키워드1,키워드2,키워드3,키워드4,description,H2-1,H2-2,H2-3,H2-4,상태,파일타입
182,부동산,개별공시지가 조회 방법 | 토지 건물 기준시가 재산세 종부세 영향,개별공시지가-조회-방법,개별공시지가 조회,토지 기준시가,재산세 종부세 영향,공시지가 확인,"공시지가가 오르면 재산세와 종부세가 같이 올라간다는 거 알고 계셨나요? 조회 방법과 세금 영향을 알려드려요.",개별공시지가 조회 방법은 어떻게 되나요?,개별공시지가가 재산세에 미치는 영향은 무엇인가요?,개별공시지가 이의신청 방법은 어떻게 되나요?,개별공시지가와 시세 차이는 얼마나 되나요?,신규,wiki-md
183,부동산,부동산 증여 취득세 계산 | 시가인정액 기준 세율 절세 방법,부동산-증여-취득세-계산,부동산 증여 취득세,시가인정액 기준,취득세 세율,증여 절세 방법,"부동산을 증여받으면 취득세도 내야 한다는 거 알고 계셨나요? 시가인정액 기준 취득세 계산법을 알려드려요.",부동산 증여 취득세 계산 방법은 어떻게 되나요?,부동산 증여 취득세 시가인정액 기준은 무엇인가요?,부동산 증여 취득세 세율은 얼마인가요?,부동산 증여 취득세 절세 방법은 무엇인가요?,신규,wiki-md
184,근로/노동,해고예고수당 청구 방법 | 30일 전 통보 없이 즉시 해고 기준,해고예고수당-청구-방법,해고예고수당 청구,30일 전 통보,즉시 해고 기준,해고예고수당 금액,"30일 전 예고 없이 해고당하면 해고예고수당을 받을 수 있다는 거 알고 계셨나요? 청구 방법과 금액을 알려드려요.",해고예고수당 청구 방법은 어떻게 되나요?,해고예고수당 지급 기준은 무엇인가요?,해고예고수당 금액은 어떻게 계산하나요?,해고예고수당 청구 기한은 언제까지인가요?,신규,wiki-md
185,근로/노동,부당해고 구제신청 방법 | 노동위원회 처리 기간 복직 금전보상,부당해고-구제신청-방법,부당해고 구제신청,노동위원회 처리,복직 금전보상,처리 기간,"부당해고를 당했다면 노동위원회에 구제신청을 해야 한다는 거 알고 계세요? 신청 방법과 처리 기간을 알려드려요.",부당해고 구제신청 방법은 어떻게 되나요?,부당해고 노동위원회 처리 기간은 얼마나 되나요?,부당해고 인정되면 복직과 금전보상 중 선택할 수 있나요?,부당해고 구제신청 기한은 언제까지인가요?,신규,wiki-md
186,근로/노동,포괄임금제 위법 여부 | 연장수당 미지급 초과근무 청구 방법,포괄임금제-위법-여부,포괄임금제 위법,연장수당 미지급,초과근무 청구,포괄임금제 기준,"포괄임금제라도 실제 연장근로가 있으면 수당을 청구할 수 있다는 거 알고 계셨나요? 위법 여부와 청구 방법을 알려드려요.",포괄임금제 위법 여부 기준은 무엇인가요?,포괄임금제 연장수당 미지급 청구 방법은 어떻게 되나요?,포괄임금제 초과근무 수당 계산 방법은 어떻게 되나요?,포괄임금제 관련 노동부 신고 방법은 어떻게 되나요?,신규,wiki-md
187,근로/노동,아빠 육아휴직 배우자 출산휴가 | 10일 급여 계산 신청 방법,아빠-육아휴직-배우자-출산휴가,아빠 육아휴직,배우자 출산휴가 10일,급여 계산,신청 방법,"아빠도 배우자 출산휴가 10일을 유급으로 쓸 수 있다는 거 알고 계셨나요? 급여 계산과 신청 방법을 알려드려요.",아빠 육아휴직 신청 조건은 어떻게 되나요?,배우자 출산휴가 10일 급여는 얼마인가요?,아빠 육아휴직 급여는 얼마인가요?,배우자 출산휴가 신청 방법은 어떻게 되나요?,신규,wiki-md
188,금융,개인형IRP 연금수령 방법 | 55세 이후 분기 인출 세율 절세 계획,개인형IRP-연금수령-방법,개인형IRP 연금수령,55세 이후 인출,분기 인출 세율,IRP 절세,"IRP는 55세 이후에 연금으로 받으면 세금이 훨씬 적다는 거 알고 계셨나요? 연금수령 방법과 절세 계획을 알려드려요.",개인형IRP 연금수령 방법은 어떻게 되나요?,IRP 55세 이후 인출 세율은 얼마인가요?,IRP 연금수령 절세 방법은 무엇인가요?,IRP 연금수령 시 유의사항은 무엇인가요?,신규,wiki-md
189,금융,달러 환전 수수료 절약 방법 | 은행 환전 우대율 비교 환전 앱,달러-환전-수수료-절약,달러 환전 수수료,은행 환전 우대율,환전 앱 비교,수수료 절약,"은행에서 달러를 환전하면 수수료가 2~3%나 붙는다는 거 알고 계셨나요? 우대율 비교와 절약 방법을 알려드려요.",달러 환전 수수료 절약 방법은 무엇인가요?,은행 환전 우대율은 어떻게 받나요?,환전 앱과 은행 중 어디서 환전하는 게 유리한가요?,달러 환전 타이밍은 언제가 좋은가요?,신규,wiki-md
190,금융,건강보험 환급금 조회 신청 방법 | 과오납 본인부담 환급 국민건강보험,건강보험-환급금-조회-신청,건강보험 환급금 조회,과오납 환급,본인부담 환급,국민건강보험 환급,"건강보험료를 더 낸 환급금이 있을 수 있다는 거 알고 계셨나요? 과오납 환급금 조회 방법과 신청 절차를 알려드려요.",건강보험 환급금 조회 방법은 어떻게 되나요?,건강보험 과오납 환급 신청 방법은 어떻게 되나요?,건강보험 환급금이 발생하는 이유는 무엇인가요?,건강보험 환급금 소멸시효는 얼마인가요?,신규,wiki-md
191,금융,개인종합자산관리계좌 ISA 종류 | 서민형 농어민형 가입 조건 비과세 차이,ISA-종류-서민형-농어민형,ISA 종류,서민형 농어민형,가입 조건 차이,비과세 한도 차이,"ISA에도 일반형·서민형·농어민형이 있고 비과세 한도가 다르다는 거 아시나요? 종류별 조건과 혜택을 알려드려요.",ISA 종류에는 어떤 것이 있나요?,ISA 서민형 가입 조건은 무엇인가요?,ISA 농어민형 가입 조건은 무엇인가요?,ISA 종류별 비과세 한도 차이는 얼마인가요?,신규,wiki-md
