번호,카테고리,타이틀,슬러그,키워드1,키워드2,키워드3,키워드4,description,H2-1,H2-2,H2-3,H2-4,상태,파일타입
222,법률,형사합의 방법 절차 | 피해자 합의금 합의서 소취하 효력,형사합의-방법-절차,형사합의 방법,피해자 합의금,합의서 효력,소취하 절차,"형사 사건에서 합의를 하면 처벌이 줄어든다는 거 알고 계세요? 합의금 기준과 합의서 작성 방법을 알려드려요.",형사합의 방법은 어떻게 되나요?,형사합의 합의금 기준은 어떻게 정하나요?,형사합의서 작성 방법은 어떻게 되나요?,형사합의 후 소취하 효력은 어떻게 되나요?,신규,wiki-md
223,법률,명도소송 절차 방법 | 임차인 퇴거 강제집행 비용 기간,명도소송-절차-방법,명도소송 절차,임차인 퇴거,강제집행 비용,명도소송 기간,"세입자가 나가지 않을 때 명도소송으로 내보낼 수 있다는 거 아시나요? 절차와 비용, 기간을 알려드려요.",명도소송 절차는 어떻게 되나요?,명도소송 비용은 얼마나 되나요?,명도소송 기간은 얼마나 걸리나요?,명도소송 강제집행 방법은 어떻게 되나요?,신규,wiki-md
224,금융,햇살론 신청 자격 조건 2026 | 저신용 저소득 대출 한도 금리,햇살론-신청-자격-조건-2026,햇살론 신청 자격,저신용 저소득 대출,대출 한도,금리 조건,"신용점수가 낮아도 햇살론으로 최대 3000만 원까지 빌릴 수 있다는 거 아시나요? 신청 자격과 금리를 알려드려요.",햇살론 신청 자격 조건은 무엇인가요?,햇살론 대출 한도는 얼마인가요?,햇살론 금리는 얼마인가요?,햇살론 신청 방법은 어떻게 되나요?,신규,wiki-md
225,금융,주식 양도소득세 신고 방법 | 대주주 기준 5000만원 공제 계산,주식-양도소득세-신고-방법,주식 양도소득세,대주주 기준,5000만원 공제,양도세 신고,"주식으로 수익이 났다면 양도소득세를 신고해야 할 수도 있어요. 대주주 기준과 공제 계산 방법을 알려드려요.",주식 양도소득세 신고 대상은 누구인가요?,주식 양도소득세 대주주 기준은 얼마인가요?,주식 양도소득세 5000만원 공제는 어떻게 되나요?,주식 양도소득세 신고 방법은 어떻게 되나요?,신규,wiki-md
226,금융,실손보험 청구 방법 | 진단서 서류 앱 청구 소멸시효 3년,실손보험-청구-방법,실손보험 청구 방법,진단서 서류,앱 청구,소멸시효 3년,"병원비를 냈다면 실손보험으로 돌려받을 수 있다는 거 알고 계세요? 서류 준비와 앱 청구 방법을 알려드려요.",실손보험 청구 방법은 어떻게 되나요?,실손보험 청구 서류는 무엇이 필요한가요?,실손보험 앱 청구 방법은 어떻게 되나요?,실손보험 청구 소멸시효는 얼마인가요?,신규,wiki-md
227,금융,연금저축펀드 가입 방법 | 세액공제 한도 운용 수익 중도해지 세금,연금저축펀드-가입-방법,연금저축펀드 가입,세액공제 한도,운용 수익,중도해지 세금,"연금저축펀드는 세액공제도 받고 수익도 낼 수 있는 상품이에요. 가입 방법과 중도해지 시 세금을 알려드려요.",연금저축펀드 가입 방법은 어떻게 되나요?,연금저축펀드 세액공제 한도는 얼마인가요?,연금저축펀드 운용 수익은 어떻게 되나요?,연금저축펀드 중도해지 시 세금은 얼마인가요?,신규,wiki-md
228,복지,국민내일배움카드 신청 자격 | 지원 금액 훈련비 사용 방법,국민내일배움카드-신청-자격,국민내일배움카드 신청,지원 금액,훈련비 사용,신청 자격,"국민내일배움카드로 최대 500만 원까지 직업훈련비를 지원받을 수 있다는 거 아시나요? 신청 자격과 방법을 알려드려요.",국민내일배움카드 신청 자격은 무엇인가요?,국민내일배움카드 지원 금액은 얼마인가요?,국민내일배움카드 훈련비 사용 방법은 어떻게 되나요?,국민내일배움카드 신청 방법은 어떻게 되나요?,신규,wiki-md
229,복지,중장년 재취업 고용촉진 장려금 | 50대 60대 사업주 지원 조건,중장년-재취업-고용촉진-장려금,중장년 재취업,고용촉진 장려금,50대 60대 지원,사업주 조건,"50대 이상을 채용하면 사업주에게 장려금을 준다는 거 아시나요? 중장년 재취업 지원금 조건을 알려드려요.",중장년 재취업 고용촉진 장려금이란 무엇인가요?,중장년 고용촉진 장려금 신청 조건은 무엇인가요?,중장년 고용촉진 장려금 지원 금액은 얼마인가요?,중장년 고용촉진 장려금 신청 방법은 어떻게 되나요?,신규,wiki-md
230,복지,장기요양 재가급여 종류 비용 | 방문요양 주간보호 이용 방법,장기요양-재가급여-종류-비용,재가급여 종류,방문요양 비용,주간보호 이용,재가급여 방법,"부모님이 장기요양 등급을 받으면 집에서도 서비스를 받을 수 있어요. 재가급여 종류와 비용을 알려드려요.",장기요양 재가급여 종류는 무엇인가요?,방문요양 서비스 비용은 얼마인가요?,주간보호 서비스 이용 방법은 어떻게 되나요?,장기요양 재가급여 본인부담금은 얼마인가요?,신규,wiki-md
231,복지,다자녀 혜택 2026 | 3자녀 세금 감면 교육비 지원 조건,다자녀-혜택-종류-2026,다자녀 혜택 종류,3자녀 세금 감면,교육비 지원,다자녀 혜택 신청,"자녀가 3명이면 세금도 깎이고 교육비도 지원받는다는 거 알고 계세요? 2026년 다자녀 혜택과 신청 방법을 알려드려요.",다자녀 혜택 종류에는 무엇이 있나요?,다자녀 세금 감면 혜택은 어떻게 되나요?,다자녀 교육비 지원은 어떻게 받나요?,다자녀 기준은 몇 명부터인가요?,신규,wiki-md
